('393', '441'), 39647.364141947764
('379', '441'), 29753.590477148973
('393', '394'), 29005.061221874592
('566', '567'), 27093.621172501702
('348', '394'), 25260.80915388064
('306', '379'), 25193.535756950718
('413', '414'), 23901.269307871327
('441', '442'), 23595.90963082382
('319', '442'), 22226.108811000406
('393', '566'), 22031.113133964234
('393', '413'), 21959.69930640683
('306', '309'), 18690.757892462647
('408', '618'), 16895.809059600604
('618', '619'), 16448.59477388632
('564', '565'), 16013.263774207571
('305', '394'), 15720.024920327616
('319', '324'), 15464.918187563511
('410', '414'), 15064.452278821314
('305', '345'), 14726.219067003678
('518', '566'), 14275.458748452136
('353', '572'), 14209.343775856769
('567', '572'), 14092.931522871535
('353', '424'), 13842.774078887072
('593', '619'), 13838.369611965793
('434', '435'), 13633.082097670653
('348', '356'), 13492.101973449136
('456', '571'), 13260.715007405252
('434', '571'), 13063.03096922121
('356', '403'), 12986.171021068181
('303', '424'), 12894.30768917624
('456', '457'), 12865.376585319467
('323', '393'), 12304.625017985638
('345', '442'), 12138.860454070424
('323', '456'), 12038.391684652303
('480', '565'), 11716.785667198372
('408', '566'), 11640.906665251607
('122', '348'), 11607.70534655888
('310', '34'), 10957.79152413461
('324', '417'), 10627.311094894018
('306', '308'), 10412.047761899019
('305', '407'), 9923.96966797822
('417', '435'), 9556.594143881637
('388', '442'), 9344.673749260854
('456', '564'), 9289.23118658222
('319', '58'), 8941.79695644744
('403', '424'), 8854.033931807637
('337', '388'), 8853.576489584942
('593', '628'), 8795.438124515551
('355', '427'), 8667.60111776865
('517', '572'), 8620.24887082133
('253', '417'), 8562.749919922528
('393', '408'), 8499.570932495652
('310', '410'), 8470.057192383716
('303', '304'), 8431.41059322373
('379', '650'), 8240.624525704861
('314', '413'), 8233.893390207824
('566', '568'), 8232.282369955054
('355', '358'), 8135.601117768649
('277', '428'), 7932.822897011829
('314', '315'), 7756.46005687449
('650', '655'), 7731.901149081483
('309', '328'), 7676.146901321012
('568', '569'), 7657.115703288386
('383', '435'), 7542.386355655005
('483', '517'), 7467.901033428108
('394', '428'), 7457.8797576348625
('264', '424'), 7417.671360922393
('518', '564'), 7362.077884975059
('328', '75'), 7254.340763143751
('392', '442'), 7223.327086802086
('309', '326'), 7116.382574327117
('324', '389'), 7030.672212112413
('593', '601'), 6970.144225376736
('483', '515'), 6855.901033428111
('624', '661'), 6805.841817474196
('457', '575'), 6706.930742331284
('142', '357'), 6698.898429692857
('206', '392'), 6637.1604201354185
('360', '388'), 6591.78101318088
('601', '633'), 6580.736855347383
('408', '413'), 6555.02073749529
('348', '351'), 6538.054298950175
('113', '345'), 6493.805681736553
('567', '581'), 6478.941265046892
('231', '403'), 6450.43336587397
('456', '518'), 6448.013580923027
('414', '425'), 6434.931755744252
('655', '661'), 6408.38276980626
('306', '434'), 6387.813766965375
('480', '584'), 6373.467010903688
('515', '559'), 6249.90103342811
('489', '567'), 6238.285851429273
('624', '640'), 6217.203355935735
('310', '311'), 6200.815933559047
('351', '426'), 6190.82096561684
('298', '407'), 6185.9412316484595
('595', '639'), 6174.421327178422
('11', '122'), 6152.451521655719
('315', '343'), 6108.729208594603
('311', '645'), 6059.305543072341
('358', '404'), 5905.5549604189455
('595', '628'), 5851.990316494918
('272', '425'), 5824.431755744252
('370', '427'), 5707.326790742043
('370', '410'), 5655.623750653477
('454', '559'), 5654.901033428112
('11', '124'), 5607.784854989051
('25', '305'), 5600.965310832966
('456', '544'), 5575.923026994939
('15', '304'), 5544.753954277014
('555', '581'), 5491.0951417257675
('171', '383'), 5489.181976193742
('455', '584'), 5477.967010903688
('378', '648'), 5458.77422269439
('284', '58'), 5257.363353290757
('396', '410'), 5132.164049839052
('245', '407'), 5131.350125167228
('482', '488'), 5026.596981956401
('648', '655'), 5006.751412171583
('309', '422'), 4932.945128748962
('337', '448'), 4917.650941868593
('360', '385'), 4895.253253031586
('343', '432'), 4879.304964152265
('455', '561'), 4870.967010903688
('474', '569'), 4823.4409237215505
('453', '555'), 4789.7832397388665
('306', '307'), 4787.140881371687
('605', '633'), 4771.73685534738
('308', '421'), 4701.475639468769
('357', '389'), 4553.409854411157
('522', '533'), 4517.170854621309
('220', '396'), 4498.164049839052
('347', '448'), 4470.577925995574
('10', '303'), 4455.190636325168
('348', '492'), 4392.2966321167105
('234', '404'), 4350.970678809496
('478', '521'), 4336.656825567383
('561', '570'), 4276.967010903688
('307', '381'), 4274.7752248060315
('426', '427'), 4263.290993693268
('619', '645'), 4187.365450563558
('453', '573'), 4181.116573072198
('310', '312'), 4110.9890905147495
('390', '417'), 4107.148782380677
('326', '69'), 4091.7326950826946
('492', '509'), 4048.7323464024257
('482', '521'), 4040.0473017578597
('298', '312'), 4032.2091870848462
('544', '659'), 3995.867073810264
('337', '429'), 3977.1930801838753
('502', '522'), 3933.6470450975007
('326', '458'), 3825.8379495074923
('310', '426'), 3821.4408140054693
('308', '31'), 3789.307425907426
('384', '417'), 3699.476297781939
('478', '517'), 3659.8064912525742
('598', '639'), 3655.6300757375116
('2', '298'), 3560.172376453954
('605', '626'), 3526.699916944656
('398', '432'), 3511.8556094039845
('346', '404'), 3504.248134423304
('431', '613'), 3498.8525739379297
('385', '386'), 3479.278866446305
('331', '435'), 3445.9852813754196
('474', '493'), 3401.663001643627
('395', '414'), 3399.500786577004
('458', '585'), 3378.6712828408267
('112', '284'), 3372.6601959515037
('596', '643'), 3339.487607916735
('378', '434'), 3323.3390368908044
('381', '431'), 3310.1283483286575
('488', '519'), 3300.0447508730713
('213', '231'), 3248.23584672645
('304', '346'), 3235.0753200283425
('471', '576'), 3222.4439646421683
('488', '576'), 3221.399398097603
('347', '383'), 3196.6758723302823
('357', '384'), 3192.9366152422563
('454', '533'), 3108.207946572152
('509', '567'), 3106.9119750863165
('124', '40'), 3102.6506028352674
('264', '43'), 3031.7667541353235
('229', '402'), 3023.2670217037858
('143', '358'), 2907.867397482119
('480', '497'), 2895.0888888888894
('148', '220'), 2885.7505577755574
('112', '202'), 2866.9125769038847
('332', '367'), 2855.6909650806692
('309', '332'), 2822.576704341408
('327', '357'), 2817.193671106156
('325', '429'), 2799.0728836767994
('493', '578'), 2790.663001643625
('503', '519'), 2768.15685198127
('293', '40'), 2752.6506028352674
('514', '575'), 2741.356532356532
('325', '331'), 2728.652810767253
('293', '294'), 2718.0341692602424
('199', '389'), 2712.808411647318
('421', '422'), 2702.657093272225
('118', '347'), 2700.5533913798645
('401', '421'), 2697.462532385788
('471', '579'), 2691.50026451275
('146', '367'), 2683.0055217658173
('306', '378'), 2678.7923286607293
('385', '395'), 2675.426135742569
('156', '206'), 2671.5050865800854
('643', '644'), 2613.5122963878225
('122', '155'), 2608.059236158576
('431', '432'), 2580.9062966170386
('206', '55'), 2533.59166111666
('327', '579'), 2527.8002645127494
('171', '186'), 2520.446608620137
('402', '422'), 2501.5913323432655
('287', '43'), 2486.6000874686547
('44', '75'), 2481.01055446353
('516', '575'), 2458.6520365599313
('613', '644'), 2443.833941409467
('596', '619'), 2434.7915201621504
('142', '78'), 2419.2103789728794
('308', '419'), 2411.264840822968
('305', '366'), 2410.4230121497776
('399', '429'), 2410.331946895816
('344', '503'), 2408.5099905094085
('113', '74'), 2400.817139723017
('469', '482'), 2398.6655697475903
('238', '58'), 2385.1341442822304
('429', '430'), 2376.355578243852
('471', '514'), 2370.2279609279603
('383', '402'), 2368.771668544734
('525', '573'), 2367.116573072198
('108', '344'), 2365.6164308526913
('498', '509'), 2357.5258928719904
('472', '562'), 2339.5024068802604
('15', '86'), 2313.0713525469955
('457', '536'), 2310.927102659245
('136', '34'), 2296.406257622665
('484', '497'), 2283.688888888889
('501', '509'), 2275.591874907303
('610', '640'), 2264.828239116322
('471', '548'), 2262.3195136949394
('199', '284'), 2217.2151909790973
('645', '646'), 2212.1221783928086
('2', '228'), 2205.262207456286
('645', '647'), 2193.41323105255
('460', '578'), 2187.6630016436256
('517', '555'), 2182.8685397935396
('159', '203'), 2165.885482859709
('478', '489'), 2160.7586676481415
('466', '569'), 2150.564606406665
('156', '194'), 2147.381818181816
('345', '406'), 2146.8545032554766
('390', '391'), 2143.7413685526762
('272', '51'), 2143.534819347319
('124', '239'), 2138.2781554726894
('290', '55'), 2130.2583277833273
('488', '516'), 2125.839193847088
('23', '34'), 2116.154706396115
('196', '34'), 2110.6512172364955
('367', '390'), 2104.615627836215
('234', '45'), 2102.820670995671
('593', '647'), 2102.093389782709
('607', '626'), 2099.0777999778
('454', '553'), 2080.3764201892877
('591', '662'), 2076.6919411056047
('322', '430'), 2075.102556884034
('388', '406'), 2070.9924208821362
('334', '414'), 2065.720896913755
('335', '414'), 2065.720896913755
('199', '8'), 2060.0282828282825
('230', '231'), 2058.3379953379967
('655', '660'), 2057.092882999476
('417', '437'), 2042.711985838379
('128', '155'), 2036.8116171109589
('398', '401'), 2026.0932502157182
('548', '585'), 1987.7869416917792
('495', '502'), 1977.0
('607', '638'), 1977.0
('570', '583'), 1971.8263625947013
('511', '570'), 1971.826362594701
('142', '73'), 1970.7413389066396
('634', '660'), 1937.2912717252168
('253', '66'), 1934.197601208909
('205', '253'), 1934.1976012089085
('366', '423'), 1933.9039645307312
('655', '662'), 1924.9163671761999
('166', '34'), 1923.679803529804
('489', '580'), 1918.4991438386173
('192', '290'), 1906.729756354756
('165', '346'), 1889.8646681896066
('122', '152'), 1876.564718614719
('186', '207'), 1873.4466086201376
('111', '264'), 1872.0664335664344
('10', '106'), 1870.0619047619048
('501', '517'), 1864.6005329159614
('305', '428'), 1852.6260758848991
('44', '67'), 1852.5117111499842
('363', '385'), 1852.2224506666964
('617', '639'), 1836.9222000221998
('122', '20'), 1821.1404761904762
('369', '414'), 1805.9094599844584
('113', '275'), 1797.2266233766234
('334', '385'), 1791.8076379504955
('335', '385'), 1791.8076379504953
('498', '506'), 1786.909226205324
('238', '29'), 1784.300810948896
('144', '78'), 1777.277045639546
('457', '557'), 1772.2344643918173
('450', '525'), 1767.783239738864
('315', '386'), 1761.2689733469144
('264', '93'), 1761.1241622316293
('422', '445'), 1747.2380536130536
('245', '254'), 1744.712667887668
('328', '437'), 1743.2559772271077
('131', '277'), 1725.4707292707283
('108', '202'), 1714.557324011707
('136', '90'), 1713.8510628174708
('410', '412'), 1706.3091757478248
('128', '192'), 1700.7211409204824
('336', '386'), 1686.088875013875
('590', '632'), 1679.7259748517613
('201', '86'), 1671.7380192136652
('31', '97'), 1667.3391719391716
('416', '442'), 1661.426519119825
('590', '591'), 1653.3047616184251
('475', '565'), 1650.0935551537414
('216', '266'), 1643.3784279829306
('315', '322'), 1641.858693473908
('125', '58'), 1641.3089826839825
('318', '395'), 1635.8406677740284
('381', '382'), 1632.9966579824172
('137', '15'), 1627.7440476190477
('460', '510'), 1593.663001643626
('159', '233'), 1588.535482859709
('176', '239'), 1583.7114888060232
('376', '414'), 1567.3803418803461
('452', '466'), 1564.4646064066653
('167', '34'), 1563.2531746031748
('310', '370'), 1561.603040088566
('115', '194'), 1559.848484848483
('23', '89'), 1555.8995115909204
('449', '502'), 1553.4925128078944
('653', '659'), 1539.5319696389552
('151', '213'), 1536.8430894836906
('500', '539'), 1535.0934911656968
('469', '528'), 1532.6145190439074
('203', '391'), 1527.0747018860109
('309', '321'), 1526.2176126419158
('196', '85'), 1525.8512172364967
('16', '277'), 1525.5237639553418
('615', '646'), 1523.6920808706811
('31', '96'), 1523.6349206349207
('173', '272'), 1519.7014860139861
('172', '272'), 1516.5363233988244
('590', '634'), 1514.3707589047042
('242', '287'), 1510.938726273726
('565', '582'), 1506.9174555113418
('34', '48'), 1497.720174270174
('168', '51'), 1496.2014860139864
('104', '253'), 1483.6841491841492
('253', '291'), 1483.6841491841492
('252', '416'), 1477.1903361344516
('484', '529'), 1474.3523809523808
('489', '545'), 1469.2741438386179
('161', '253'), 1468.2277777777776
('204', '206'), 1467.0761904761903
('359', '360'), 1449.11619670564
('382', '419'), 1447.400194358322
('547', '553'), 1446.9764201892879
('135', '277'), 1431.9403085476606
('347', '445'), 1425.8159756909758
('118', '84'), 1406.553391379862
('457', '508'), 1401.4533278002846
('299', '343'), 1400.2041866930808
('202', '26'), 1397.6311613542764
('613', '614'), 1392.3189821788112
('2', '9'), 1391.9093753468742
('472', '511'), 1390.1263625947013
('472', '583'), 1390.1263625947013
('593', '596'), 1387.3960877545837
('611', '640'), 1384.7415176700247
('213', '6'), 1372.0308524808545
('409', '410'), 1360.501831125406
('158', '25'), 1355.9925241425249
('400', '430'), 1350.079918077764
('25', '289'), 1346.0379806468031
('412', '415'), 1343.2254816641307
('465', '585'), 1341.9142445789503
('157', '230'), 1341.9027139527152
('129', '73'), 1337.74133890664
('598', '611'), 1334.7301027691365
('449', '562'), 1333.380828458682
('421', '443'), 1333.0866883116885
('203', '244'), 1329.3987191029835
('156', '275'), 1323.945238095238
('203', '205'), 1322.8309345422438
('203', '66'), 1322.8309345422438
('210', '45'), 1320.0
('371', '382'), 1320.0
('372', '399'), 1320.0
('432', '433'), 1320.0
('445', '446'), 1320.0
('495', '546'), 1320.0
('530', '562'), 1320.0
('541', '573'), 1320.0
('609', '633'), 1320.0
('636', '638'), 1320.0
('214', '69'), 1310.0592823842826
('322', '386'), 1308.8918609681227
('171', '50'), 1307.0
('629', '639'), 1305.3409446304186
('506', '540'), 1299.2981150942132
('29', '54'), 1290.2674776155632
('471', '543'), 1286.0857554210497
('138', '142'), 1284.5211021572914
('166', '3'), 1283.6798035298043
('395', '409'), 1278.7294535030283
('457', '523'), 1273.7727272727273
('147', '369'), 1273.3416666666667
('510', '533'), 1268.7963349769602
('397', '398'), 1266.7057128562271
('193', '25'), 1266.6169489007732
('296', '67'), 1263.5117111499844
('163', '245'), 1245.6064574314576
('152', '62'), 1240.5647186147185
('131', '281'), 1238.0088245088257
('108', '59'), 1235.3688386457275
('21', '75'), 1230.7995781995783
('70', '75'), 1230.7995781995783
('111', '219'), 1227.7331002331011
('241', '75'), 1225.4682539682537
('106', '191'), 1224.061904761905
('154', '294'), 1223.4545303233306
('598', '610'), 1219.6301027691366
('262', '69'), 1218.6940476190473
('658', '659'), 1214.2018576993262
('124', '83'), 1213.3014374514382
('382', '398'), 1210.6879116225855
