('393', '441'), 39647.364141947764
('10', '216'), 1208.8209324179663
('12', '25'), 1207.6178571428572
('13', '90'), 1205.684396150805
('593', '594'), 1204.3740040899436
('178', '245'), 1203.5054226475277
('470', '557'), 1193.7344643918173
('294', '295'), 1192.4699874686717
('616', '617'), 1189.9222000221998
('113', '265'), 1188.0245088245076
('125', '156'), 1186.0239177489177
('277', '46'), 1183.3738095238095
('143', '65'), 1182.179329004329
('450', '533'), 1181.1165730721978
('141', '20'), 1180.4738095238095
('512', '580'), 1167.7705724100463
('600', '629'), 1167.3778830331457
('15', '165'), 1165.1814079642786
('71', '75'), 1163.7722222222221
('130', '144'), 1157.777045639546
('140', '192'), 1157.7767230576437
('293', '89'), 1145.2995115909205
('216', '93'), 1144.9574955649637
('148', '259'), 1141.4651806526806
('349', '398'), 1130.766147741147
('113', '63'), 1130.30883838384
('27', '69'), 1111.3650793650793
('305', '436'), 1108.9321428571427
('305', '420'), 1108.6503968253965
('162', '254'), 1108.5460012210015
('176', '56'), 1105.68623628077
('615', '622'), 1099.9438015303715
('604', '640'), 1092.7999999999997
('363', '415'), 1089.2612434169978
('595', '632'), 1088.5934648959571
('277', '37'), 1085.857142857143
('149', '56'), 1080.6011695323734
('359', '423'), 1078.1738557506217
('115', '134'), 1075.481818181819
('318', '361'), 1074.3599927849928
('228', '5'), 1073.767671217671
('621', '643'), 1070.5181686717694
('220', '269'), 1068.7468253968254
('204', '281'), 1068.209523809524
('461', '536'), 1065.937649302145
('172', '222'), 1056.869656732157
('288', '97'), 1056.005838605839
('504', '555'), 1053.222077922078
('397', '399'), 1044.3319468958152
('452', '486'), 1041.5979397399985
('228', '33'), 1040.5089912280705
('435', '438'), 1039.205188670978
('544', '651'), 1035.7169072632744
('151', '56'), 1034.6430894836906
('132', '287'), 1031.4353663564343
('528', '539'), 1025.1713651218063
('234', '235'), 1021.5386705399861
('451', '500'), 1019.7301587301588
('165', '209'), 1018.2442670891204
('359', '385'), 1012.795050299266
('480', '500'), 1007.9064629324924
('249', '415'), 1006.5084301663251
('236', '266'), 1004.7117613162598
('467', '545'), 1002.7503343148078
('485', '540'), 1001.598115094213
('170', '229'), 992.2682123432126
('202', '261'), 991.6830069191961
('321', '418'), 988.8731766857155
('338', '432'), 987.3959790080917
('499', '575'), 981.7162698412699
('10', '49'), 980.4699786324786
('137', '208'), 974.7440476190475
('608', '628'), 972.9746178479124
('15', '24'), 971.7897383172381
('139', '85'), 968.9178839031625
('234', '268'), 967.7279428904432
('480', '491'), 967.5
('108', '54'), 958.2501615982465
('242', '268'), 957.0027225552226
('108', '121'), 955.3380952380944
('189', '192'), 951.8587606837611
('485', '519'), 945.2346230307211
('464', '565'), 941.3920602690739
('331', '418'), 933.8562690319654
('16', '57'), 930.7237639553434
('167', '94'), 922.2531746031748
('655', '658'), 919.9416455093522
('438', '439'), 901.7945303234777
('227', '96'), 892.968253968254
('482', '512'), 892.8134295529028
('318', '359'), 887.4454296787917
('606', '622'), 886.928636868807
('474', '504'), 885.3350649350648
('146', '224'), 883.8067460317465
('169', '173'), 883.7014860139861
('226', '245'), 882.7119047619046
('119', '199'), 878.7817876567864
('222', '9'), 878.2427086802086
('477', '529'), 873.352380952381
('286', '48'), 868.3868409368406
('380', '428'), 868.3496031746031
('101', '233'), 865.789621027121
('105', '291'), 864.6841491841493
('104', '39'), 864.6841491841492
('126', '168'), 860.2014860139864
('5', '83'), 858.476473526473
('132', '56'), 854.1993967704642
('178', '249'), 852.0560492139434
('590', '608'), 849.6409348642295
('547', '551'), 849.2430868559546
('206', '258'), 846.6911616161624
('318', '423'), 845.1012626262624
('373', '421'), 843.1142250342257
('374', '421'), 843.1142250342257
('464', '508'), 837.8628516098086
('102', '229'), 835.2884670884672
('229', '270'), 835.2884670884671
('161', '88'), 834.2277777777778
('233', '296'), 830.9300927683666
('206', '283'), 830.9069264069265
('252', '82'), 828.1903361344547
('142', '72'), 824.7661727161728
('599', '614'), 822.7166012264312
('148', '246'), 816.6297202797205
('17', '231'), 810.859523809524
('626', '631'), 809.6221169668543
('13', '294'), 804.1034437698522
('528', '558'), 803.4092585776798
('143', '215'), 800.4726190476194
('587', '628'), 784.6454969687913
('605', '629'), 782.4179694116226
('14', '245'), 769.3821428571429
('299', '336'), 762.8983988233988
('195', '84'), 762.5533913798621
('464', '558'), 759.2276858369505
('628', '632'), 758.3121636354583
('200', '244'), 756.5368143410784
('116', '129'), 752.7413389066401
('654', '655'), 749.3762565643648
('234', '76'), 748.553524253525
('138', '261'), 747.3464989826879
('467', '482'), 742.2741438386172
('121', '134'), 742.1787878787883
('250', '26'), 741.6311613542763
('294', '79'), 737.6607142857138
('235', '295'), 737.6557017543862
('322', '377'), 731.4695954045957
('299', '339'), 730.9787759926695
('476', '543'), 730.8857554210495
('109', '6'), 728.1975191475202
('165', '255'), 723.9642246642243
('158', '276'), 721.3258574758584
('352', '421'), 716.4970533170538
('475', '500'), 713.7176716584066
('534', '555'), 712.2357142857144
('520', '569'), 709.9853896103896
('479', '480'), 705.156204906205
('272', '52'), 703.6583333333333
('536', '574'), 703.2272727272727
('140', '28'), 702.21048929141
('18', '289'), 702.0379806468046
('656', '661'), 701.8910958993557
('157', '32'), 701.4027139527144
('560', '582'), 700.1120154122256
('478', '505'), 699.7845238095238
('182', '208'), 699.488314708168
('149', '30'), 697.4964076276083
('214', '41'), 692.0592823842825
('459', '580'), 691.9380952380952
('500', '582'), 691.8271954679303
('190', '62'), 690.4313852813852
('154', '30'), 682.9292777980768
('163', '280'), 681.225505050505
('486', '496'), 680.2590257128493
('599', '606'), 674.1456555054849
('114', '171'), 671.9353675736029
('309', '341'), 661.0000000000001
('309', '342'), 661.0000000000001
('100', '74'), 661.0
('103', '343'), 661.0
('118', '77'), 661.0
('127', '349'), 661.0
('145', '359'), 661.0
('153', '376'), 661.0
('164', '382'), 661.0
('171', '240'), 661.0
('174', '281'), 661.0
('175', '233'), 661.0
('177', '385'), 661.0
('179', '388'), 661.0
('180', '207'), 661.0
('181', '207'), 661.0
('210', '99'), 661.0
('218', '395'), 661.0
('225', '401'), 661.0
('232', '58'), 661.0
('243', '406'), 661.0
('248', '414'), 661.0
('256', '418'), 661.0
('257', '419'), 661.0
('263', '423'), 661.0
('264', '42'), 661.0
('274', '427'), 661.0
('277', '60'), 661.0
('279', '429'), 661.0
('297', '448'), 661.0
('298', '313'), 661.0
('299', '300'), 661.0
('301', '371'), 661.0
('302', '372'), 661.0
('318', '53'), 661.0
('320', '336'), 661.0
('322', '64'), 661.0
('329', '429'), 661.0
('330', '433'), 661.0
('331', '87'), 661.0
('333', '91'), 661.0
('337', '92'), 661.0
('35', '370'), 661.0
('354', '370'), 661.0
('361', '362'), 661.0
('363', '364'), 661.0
('367', '368'), 661.0
('385', '387'), 661.0
('405', '421'), 661.0
('408', '411'), 661.0
('439', '440'), 661.0
('443', '444'), 661.0
('446', '447'), 661.0
('463', '575'), 661.0
('465', '535'), 661.0
('468', '546'), 661.0
('469', '524'), 661.0
('474', '490'), 661.0
('474', '563'), 661.0
('478', '527'), 661.0
('480', '537'), 661.0
('481', '536'), 661.0
('482', '542'), 661.0
('484', '507'), 661.0
('494', '575'), 661.0
('530', '531'), 661.0
('541', '550'), 661.0
('592', '604'), 661.0
('598', '623'), 661.0
('603', '609'), 661.0
('619', '620'), 661.0
('625', '639'), 661.0
('628', '630'), 661.0
('636', '637'), 661.0
('640', '641'), 661.0
('648', '649'), 661.0
('1', '222'), 660.5995393495397
('156', '285'), 659.0
('185', '50'), 658.0
('556', '585'), 657.0
('3', '95'), 651.0131368631364
('146', '61'), 647.25
('133', '74'), 646.407475857475
('147', '237'), 645.9083333333334
('462', '470'), 639.5104617604616
('201', '47'), 639.011685291832
('199', '211'), 638.2332667332669
('123', '262'), 637.8035714285717
('141', '223'), 630.3404761904762
('594', '642'), 629.3755301834996
('160', '277'), 628.304761904762
('509', '586'), 628.2960539460539
('496', '539'), 625.035393593335
('192', '57'), 620.295192526771
('538', '555'), 620.2154761904762
('587', '590'), 620.1325099558044
('198', '70'), 617.7995781995783
('21', '273'), 617.7995781995783
('523', '532'), 616.7727272727273
('143', '292'), 616.0654494301707
('457', '552'), 615.7727272727271
('219', '271'), 607.2045288045291
('653', '660'), 598.4850034929405
('183', '191'), 595.0619047619048
('130', '221'), 591.687668350168
('150', '241'), 584.8015873015875
('46', '81'), 583.5404761904763
('12', '80'), 583.2845238095239
('282', '59'), 579.3688386457238
('288', '98'), 577.7403374403376
('265', '36'), 569.6911754911744
('382', '443'), 569.4866883116882
('135', '251'), 565.4240387063921
('65', '7'), 564.9793290043291
('536', '575'), 564.4893345216874
('598', '602'), 562.8736361843129
('598', '635'), 562.8736361843129
('187', '242'), 560.9541872016874
('577', '581'), 559.8377705627706
('652', '656'), 554.0455473432738
('365', '436'), 553.9154761904762
('607', '616'), 551.9222000222002
('502', '554'), 551.6235798107122
('117', '8'), 548.5846431346431
('326', '332'), 547.447594072594
('589', '640'), 546.7333333333333
('597', '610'), 541.0863912055024
('487', '567'), 538.4515151515152
('110', '162'), 537.5126678876677
('333', '334'), 532.6431623931637
('333', '335'), 532.6431623931637
('197', '71'), 532.4388888888889
('345', '416'), 528.5
('38', '8'), 525.1031968031967
('267', '8'), 525.1031968031966
('120', '142'), 519.9253885003884
('148', '260'), 519.6318473193471
('28', '33'), 517.7839912280699
('600', '612'), 515.3778830331464
('621', '622'), 515.0181686717689
('518', '526'), 513.4451788407671
('658', '662'), 511.7522018742693
('475', '558'), 509.3923952515516
('107', '193'), 508.0217108055342
('417', '438'), 501.6226749858328
('217', '74'), 499.80966386554576
('653', '662'), 499.30835514129217
('473', '489'), 498.20389610389606
('212', '287'), 497.85886752136764
('37', '68'), 496.52380952380946
('184', '63'), 496.3088383838378
('259', '4'), 496.1318473193474
('581', '586'), 494.388938838939
('461', '560'), 493.2709826354785
('651', '652'), 488.51849456486167
('156', '278'), 487.09307359307365
('499', '549'), 480.5257936507936
('116', '200'), 476.94801831254557
('139', '292'), 474.7451566304352
('247', '269'), 470.2468253968254
('22', '27'), 465.3650793650794
('339', '400'), 460.7069512358987
('465', '476'), 456.3531834178894
('652', '659'), 454.0161701311729
('316', '420'), 451.65039682539674
('588', '608'), 442.83754578754576
('657', '659'), 441.2993506493506
('317', '377'), 440.0486713286715
('437', '439'), 436.1721363431889
('350', '382'), 435.2821369663476
('146', '188'), 431.71591970121364
('350', '401'), 430.2850486258383
('19', '236'), 427.86985655435916
('338', '400'), 421.72570668066027
('569', '577'), 416.61158008658015
('451', '484'), 409.99682539682544
('212', '49'), 405.26997863247874
('110', '189'), 399.34764957264935
('187', '24'), 395.2897383172383
('195', '207'), 395.12647679118265
('317', '432'), 393.6457731157729
('338', '340'), 390.9999870571464
('520', '555'), 388.65205627705626
('228', '280'), 384.72550505050503
('170', '98'), 381.70154567654566
('397', '400'), 375.52165068296415
('361', '415'), 371.2044372294371
('208', '209'), 370.74426708911994
('1', '286'), 368.53287268287244
('480', '582'), 365.5948051948052
('343', '377'), 363.2010705960706
('19', '201'), 361.2882386837361
('246', '95'), 356.7520646020646
('22', '227'), 356.2015873015873
('594', '646'), 354.1227052306748
('513', '584'), 352.5
('119', '120'), 348.6167193917199
('610', '627'), 347.83366357412797
('146', '44'), 340.88523698523704
('333', '376'), 339.50941280941225
('471', '549'), 338.2837301587301
('101', '221'), 337.6716259503023
('267', '39'), 331.0174825174825
('105', '38'), 331.01748251748245
('406', '416'), 330.08548270525955
('169', '260'), 329.8157717282717
('491', '513'), 328.5
('255', '76'), 326.8958485958485
('197', '88'), 319.16111111111115
('661', '662'), 317.6567036361375
('598', '627'), 313.1663364258721
('133', '276'), 312.0071595071588
('597', '598'), 311.1663364258721
('339', '340'), 308.7887347473648
('126', '4'), 306.3157717282718
('656', '658'), 300.3893779227305
('352', '375'), 291.77154993154954
('247', '94'), 287.25317460317467
('551', '554'), 283.8597535226212
('184', '258'), 283.6747113997109
('369', '409'), 282.38294483294527
('477', '570'), 281.68571428571425
('200', '233'), 280.75448717948717
('349', '350'), 280.6084554334552
('114', '229'), 268.26463242639716
('226', '81'), 267.0452380952381
('190', '230'), 260.78376623376624
('215', '79'), 257.8726190476191
('123', '224'), 246.60833333333332
('601', '628'), 244.59262997064855
('470', '475'), 243.55625371360668
('588', '595'), 241.16245421245424
('281', '68'), 234.1428571428571
('102', '273'), 233.7884670884671
('198', '270'), 233.7884670884671
('352', '401'), 232.2744966144966
('188', '44'), 229.28408029878608
('107', '135'), 228.18293650793652
('281', '36'), 228.14215784215793
('604', '611'), 227.20000000000005
('109', '271'), 224.95408480408497
('271', '32'), 223.82594627594636
('117', '72'), 223.76617271617272
('250', '282'), 223.66663143974506
('41', '98'), 217.16447718947717
('278', '283'), 216.90692640692635
('217', '82'), 214.19033613445367
('316', '380'), 211.34960317460315
('365', '423'), 211.06785714285715
('464', '582'), 209.78118156353452
('656', '660'), 206.0800994294916
('17', '223'), 200.69285714285715
('653', '656'), 198.2778193644113
('612', '631'), 190.43171940432
('459', '534'), 190.27142857142857
('45', '7'), 189.370670995671
('373', '375'), 186.11422503422537
('374', '375'), 186.11422503422537
('615', '642'), 184.15690436487398
('660', '661'), 182.5391271538441
('473', '501'), 173.7961038961039
('654', '657'), 173.15184084547653
('657', '658'), 170.32325276688837
('160', '193'), 156.2619047619048
('526', '564'), 147.55482115923292
('14', '80'), 133.0488095238095
('150', '224'), 125.96507936507933
('462', '479'), 125.68953823953825
('487', '509'), 122.54848484848485
('183', '201'), 121.60476190476187
('654', '656'), 120.2961517981756
('653', '654'), 115.35016696629962
('589', '610'), 114.26666666666668
('505', '538'), 102.5845238095238
('597', '602'), 98.12636381568709
('597', '635'), 98.12636381568709
('18', '251'), 95.37131398013744
('107', '251'), 65.53798064680413
('182', '47'), 63.15498137483434
('464', '475'), 58.806794839147784
('653', '658'), 55.497595158464705
('654', '658'), 54.86609886873045
('237', '52'), 50.65833333333333
('119', '8'), 48.746836496836494
('532', '574'), 46.22727272727273
('536', '552'), 45.227272727272734
('652', '657'), 39.12630351357478
('211', '8'), 22.76673326673327
('224', '61'), 13.75
('185', '207'), 13.0
('610', '611'), 4.833333333333333
('660', '662'), 4.73015873015873
('465', '556'), 4.0
('278', '285'), 2.0
